level_0,index,ts,T,H,PMS1,PMS2_5,PMS10,CO2,NO2,CO,VoC,C2H5OH,ID,Loc,Customer,Ph,Valid,Valid_CO2,bkps
3140,3140,2023-06-22 00:52:20,27.6217,41.1617,11.6833,19.0167,19.8167,944.5,391.5,133.95,509.0167,620.95,121.0,Study Desk,A5,XXXX,1,1,0
3141,3141,2023-06-22 00:52:21,27.625,41.155,11.6667,18.9833,19.7667,944.4,390.7167,133.9,508.2167,620.2333,121.0,Study Desk,A5,XXXX,1,1,0
3142,3142,2023-06-22 00:52:22,27.63,41.1483,11.65,18.9,19.6833,944.3,389.95,133.85,507.4,619.5167,121.0,Study Desk,A5,XXXX,1,1,0
3143,3143,2023-06-22 00:52:23,27.635,41.1433,11.6167,18.8,19.5667,944.2167,389.2167,133.8167,506.6333,618.8167,121.0,Study Desk,A5,XXXX,1,1,0
3144,3144,2023-06-22 00:52:24,27.6383,41.1383,11.5833,18.6833,19.45,944.1333,388.4667,133.75,505.85,618.1,121.0,Study Desk,A5,XXXX,1,1,0
3145,3145,2023-06-22 00:52:25,27.6433,41.1333,11.55,18.5667,19.3333,944.05,387.7,133.7,505.0667,617.4,121.0,Study Desk,A5,XXXX,1,1,0
3146,3146,2023-06-22 00:52:26,27.6483,41.1283,11.5167,18.45,19.2167,943.95,386.9333,133.65,504.3,616.7,121.0,Study Desk,A5,XXXX,1,1,0
3147,3147,2023-06-22 00:52:27,27.6533,41.125,11.4833,18.35,19.1167,943.85,386.15,133.5833,503.5167,616.0,121.0,Study Desk,A5,XXXX,1,1,0
3148,3148,2023-06-22 00:52:28,27.6567,41.12,11.45,18.25,19.0167,943.75,385.35,133.5333,502.7333,615.3,121.0,Study Desk,A5,XXXX,1,1,0
3149,3149,2023-06-22 00:52:29,27.66,41.115,11.4167,18.15,18.9167,943.65,384.5833,133.4833,501.9333,614.5833,121.0,Study Desk,A5,XXXX,1,1,0
3150,3150,2023-06-22 00:52:30,27.6633,41.11,11.3833,18.0667,18.8333,943.5333,383.85,133.45,501.1667,613.8833,121.0,Study Desk,A5,XXXX,1,1,0
3151,3151,2023-06-22 00:52:31,27.6683,41.105,11.35,17.9833,18.75,943.4,383.1,133.4,500.4,613.1667,121.0,Study Desk,A5,XXXX,1,1,0
3152,3152,2023-06-22 00:52:32,27.6717,41.1,11.3167,17.9167,18.6667,943.2667,382.4,133.3667,499.6667,612.45,121.0,Study Desk,A5,XXXX,1,1,0
3153,3153,2023-06-22 00:52:33,27.675,41.095,11.2833,17.85,18.5833,943.1667,381.6667,133.3167,498.8833,611.75,121.0,Study Desk,A5,XXXX,1,1,0
3154,3154,2023-06-22 00:52:34,27.6783,41.09,11.25,17.7667,18.4833,943.0667,380.9667,133.2833,498.1333,611.0667,121.0,Study Desk,A5,XXXX,1,1,0
3155,3155,2023-06-22 00:52:35,27.6817,41.085,11.2167,17.6833,18.3833,942.9833,380.2833,133.2333,497.4,610.4,121.0,Study Desk,A5,XXXX,1,1,0
3156,3156,2023-06-22 00:52:36,27.685,41.08,11.1833,17.6,18.2833,942.9,379.6,133.2,496.6667,609.75,121.0,Study Desk,A5,XXXX,1,1,0
3157,3157,2023-06-22 00:52:37,27.6883,41.075,11.15,17.5167,18.1833,942.8167,378.9167,133.1667,495.9333,609.1,121.0,Study Desk,A5,XXXX,1,1,0
3158,3158,2023-06-22 00:52:38,27.6917,41.07,11.1167,17.4333,18.1,942.7333,378.2667,133.1333,495.2333,608.45,121.0,Study Desk,A5,XXXX,1,1,0
3159,3159,2023-06-22 00:52:39,27.695,41.065,11.0833,17.35,18.0167,942.65,377.6167,133.1,494.5333,607.8167,121.0,Study Desk,A5,XXXX,1,1,0
3160,3160,2023-06-22 00:52:40,27.6983,41.06,11.05,17.2833,17.95,942.5833,376.95,133.05,493.85,607.2,121.0,Study Desk,A5,XXXX,1,1,0
3161,3161,2023-06-22 00:52:41,27.7017,41.055,11.0167,17.2167,17.8833,942.5167,376.3333,133.0167,493.1833,606.6167,121.0,Study Desk,A5,XXXX,1,1,0
3162,3162,2023-06-22 00:52:42,27.705,41.05,10.9833,17.1667,17.8167,942.45,375.7,132.9667,492.5333,606.0333,121.0,Study Desk,A5,XXXX,1,1,0
3163,3163,2023-06-22 00:52:43,27.7083,41.045,10.95,17.1167,17.75,942.3833,375.1167,132.95,491.9,605.4833,121.0,Study Desk,A5,XXXX,1,1,0
3164,3164,2023-06-22 00:52:44,27.7117,41.04,10.9167,17.0667,17.6833,942.3167,374.55,132.9333,491.2833,604.9333,121.0,Study Desk,A5,XXXX,1,1,0
3165,3165,2023-06-22 00:52:45,27.715,41.035,10.8833,17.0167,17.6167,942.2333,373.9667,132.9,490.6833,604.3833,121.0,Study Desk,A5,XXXX,1,1,0
3166,3166,2023-06-22 00:52:46,27.7183,41.03,10.85,16.9667,17.55,942.15,373.3833,132.8667,490.0833,603.8333,121.0,Study Desk,A5,XXXX,1,1,0
3167,3167,2023-06-22 00:52:47,27.7217,41.025,10.8167,16.9167,17.4833,942.0667,372.85,132.8333,489.5167,603.3,121.0,Study Desk,A5,XXXX,1,1,0
3168,3168,2023-06-22 00:52:48,27.725,41.02,10.7667,16.8833,17.4333,942.0,372.3,132.7833,488.95,602.7833,121.0,Study Desk,A5,XXXX,1,1,0
3169,3169,2023-06-22 00:52:49,27.7283,41.015,10.7167,16.85,17.3833,941.9333,371.7833,132.75,488.4,602.2833,121.0,Study Desk,A5,XXXX,1,1,0
3170,3170,2023-06-22 00:52:50,27.7317,41.0117,10.6833,16.8333,17.35,941.8667,371.2833,132.7,487.8667,601.7833,121.0,Study Desk,A5,XXXX,1,1,0
3171,3171,2023-06-22 00:52:51,27.735,41.0067,10.65,16.8167,17.3167,941.7833,370.7833,132.6667,487.35,601.3167,121.0,Study Desk,A5,XXXX,1,1,0
3172,3172,2023-06-22 00:52:52,27.7383,41.0033,10.6167,16.8,17.2833,941.7,370.3333,132.6333,486.8667,600.8667,121.0,Study Desk,A5,XXXX,1,1,0
3173,3173,2023-06-22 00:52:53,27.7417,40.9983,10.5833,16.7833,17.25,941.6167,369.8667,132.6,486.3833,600.4167,121.0,Study Desk,A5,XXXX,1,1,0
3174,3174,2023-06-22 00:52:54,27.745,40.9933,10.55,16.7667,17.2167,941.55,369.4333,132.5833,485.9333,600.0,121.0,Study Desk,A5,XXXX,1,1,0
3175,3175,2023-06-22 00:52:55,27.7483,40.9883,10.5167,16.75,17.1833,941.4833,369.0,132.5667,485.4833,599.5833,121.0,Study Desk,A5,XXXX,1,1,0
3176,3176,2023-06-22 00:52:56,27.7517,40.9833,10.4833,16.7167,17.1167,941.4167,368.5833,132.5333,485.0333,599.1833,121.0,Study Desk,A5,XXXX,1,1,0
3177,3177,2023-06-22 00:52:57,27.755,40.98,10.45,16.6833,17.05,941.35,368.15,132.5167,484.6,598.7833,121.0,Study Desk,A5,XXXX,1,1,0
3178,3178,2023-06-22 00:52:58,27.7567,40.9767,10.4333,16.65,17.0,941.2833,367.75,132.4833,484.1833,598.3833,121.0,Study Desk,A5,XXXX,1,1,0
3179,3179,2023-06-22 00:52:59,27.7583,40.9733,10.4167,16.6167,16.95,941.2167,367.35,132.45,483.7667,598.0,121.0,Study Desk,A5,XXXX,1,1,0
3180,3180,2023-06-22 00:53:00,27.76,40.97,10.4,16.6,16.9,941.15,366.9833,132.4167,483.3833,597.6333,121.0,Study Desk,A5,XXXX,1,1,0
3181,3181,2023-06-22 00:53:01,27.7633,40.9667,10.3833,16.5833,16.85,941.0833,366.6333,132.4,483.0,597.2833,121.0,Study Desk,A5,XXXX,1,1,0
3182,3182,2023-06-22 00:53:02,27.765,40.9633,10.3667,16.5667,16.8,941.0167,366.2667,132.3667,482.6167,596.9333,121.0,Study Desk,A5,XXXX,1,1,0
3183,3183,2023-06-22 00:53:03,27.7667,40.96,10.3333,16.5333,16.7333,940.95,365.95,132.35,482.2833,596.6167,121.0,Study Desk,A5,XXXX,1,1,0
3184,3184,2023-06-22 00:53:04,27.7683,40.9567,10.3,16.5,16.6667,940.8833,365.6333,132.3333,481.95,596.3,121.0,Study Desk,A5,XXXX,1,1,0
3185,3185,2023-06-22 00:53:05,27.77,40.9533,10.2667,16.4667,16.6,940.8333,365.3,132.3,481.6167,596.0,121.0,Study Desk,A5,XXXX,1,1,0
3186,3186,2023-06-22 00:53:06,27.7717,40.95,10.2333,16.4167,16.5333,940.7667,364.9667,132.2667,481.2667,595.6833,121.0,Study Desk,A5,XXXX,1,1,0
3187,3187,2023-06-22 00:53:07,27.7733,40.9467,10.2,16.3667,16.4667,940.7,364.6833,132.25,480.9333,595.4,121.0,Study Desk,A5,XXXX,1,1,0
3188,3188,2023-06-22 00:53:08,27.775,40.9433,10.1667,16.3333,16.4167,940.6333,364.3833,132.2333,480.6167,595.1167,121.0,Study Desk,A5,XXXX,1,1,0
3189,3189,2023-06-22 00:53:09,27.7767,40.94,10.1333,16.3,16.3667,940.5667,364.1167,132.2167,480.3333,594.85,121.0,Study Desk,A5,XXXX,1,1,0
3190,3190,2023-06-22 00:53:10,27.7783,40.9367,10.1,16.2667,16.3167,940.5167,363.8667,132.2,480.05,594.6,121.0,Study Desk,A5,XXXX,1,1,0
3191,3191,2023-06-22 00:53:11,27.78,40.9333,10.1,16.25,16.3,940.4667,363.6167,132.1667,479.7667,594.3667,121.0,Study Desk,A5,XXXX,1,1,0
3192,3192,2023-06-22 00:53:12,27.7817,40.93,10.1,16.2333,16.2833,940.4167,363.4,132.1667,479.5333,594.15,121.0,Study Desk,A5,XXXX,1,1,0
3193,3193,2023-06-22 00:53:13,27.7833,40.9267,10.1,16.2167,16.2667,940.3667,363.1833,132.1667,479.3,593.9333,121.0,Study Desk,A5,XXXX,1,1,0
3194,3194,2023-06-22 00:53:14,27.785,40.9233,10.1,16.2,16.25,940.3167,362.9667,132.15,479.0667,593.7333,121.0,Study Desk,A5,XXXX,1,1,0
3195,3195,2023-06-22 00:53:15,27.7867,40.9217,10.0833,16.1667,16.2167,940.2667,362.7833,132.15,478.85,593.55,121.0,Study Desk,A5,XXXX,1,1,0
3196,3196,2023-06-22 00:53:16,27.7883,40.92,10.0667,16.1333,16.1667,940.2167,362.5833,132.1333,478.65,593.3667,121.0,Study Desk,A5,XXXX,1,1,0
3197,3197,2023-06-22 00:53:17,27.79,40.9183,10.05,16.1,16.1167,940.1667,362.3833,132.1,478.45,593.2,121.0,Study Desk,A5,XXXX,1,1,0
3198,3198,2023-06-22 00:53:18,27.7917,40.9167,10.0333,16.0667,16.0667,940.1333,362.2333,132.1,478.2833,593.05,121.0,Study Desk,A5,XXXX,1,1,0
3199,3199,2023-06-22 00:53:19,27.7933,40.9133,10.0167,16.0333,16.0333,940.1,362.0667,132.0833,478.1167,592.9,121.0,Study Desk,A5,XXXX,1,1,0
3200,3200,2023-06-22 00:53:20,27.795,40.9117,10.0,16.0,16.0,940.1,361.9333,132.0833,477.9667,592.7667,121.0,Study Desk,A5,XXXX,1,1,0
3201,3201,2023-06-22 00:53:21,27.7967,40.91,10.0,16.0,16.0,940.0833,361.8167,132.0833,477.8333,592.6333,121.0,Study Desk,A5,XXXX,1,1,0
3202,3202,2023-06-22 00:53:22,27.7967,40.9083,10.0,16.0,16.0,940.0667,361.6833,132.0667,477.7,592.5167,121.0,Study Desk,A5,XXXX,1,1,0
3203,3203,2023-06-22 00:53:23,27.7967,40.9067,10.0,16.0,16.0,940.05,361.55,132.05,477.5667,592.4,121.0,Study Desk,A5,XXXX,1,1,0
3204,3204,2023-06-22 00:53:24,27.7983,40.905,10.0,16.0,16.0,940.0333,361.45,132.05,477.4667,592.3167,121.0,Study Desk,A5,XXXX,1,1,0
3205,3205,2023-06-22 00:53:25,27.7983,40.9033,10.0,16.0,16.0,940.0167,361.35,132.0333,477.3667,592.2333,121.0,Study Desk,A5,XXXX,1,1,0
3206,3206,2023-06-22 00:53:26,27.7983,40.9017,10.0,16.0,16.0,940.0167,361.2833,132.0333,477.2833,592.1667,121.0,Study Desk,A5,XXXX,1,1,0
3207,3207,2023-06-22 00:53:27,27.7983,40.9,10.0,16.0,16.0,940.0,361.2167,132.0333,477.2167,592.1167,121.0,Study Desk,A5,XXXX,1,1,0
3208,3208,2023-06-22 00:53:28,27.8,40.9,10.0,16.0,16.0,939.9833,361.1667,132.0167,477.15,592.0667,121.0,Study Desk,A5,XXXX,1,1,0
3209,3209,2023-06-22 00:53:29,27.8,40.9,10.0,16.0,16.0,939.9667,361.1333,132.0167,477.1167,592.0333,121.0,Study Desk,A5,XXXX,1,1,0
3210,3210,2023-06-22 00:53:30,27.8,40.9,10.0,16.0,16.0,939.9667,361.1,132.0,477.0667,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3211,3211,2023-06-22 00:53:31,27.8,40.9,10.0,16.0,16.0,939.9833,361.05,132.0,477.0333,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3212,3212,2023-06-22 00:53:32,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3213,3213,2023-06-22 00:53:33,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3214,3214,2023-06-22 00:53:34,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3215,3215,2023-06-22 00:53:35,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3216,3216,2023-06-22 00:53:36,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3217,3217,2023-06-22 00:53:37,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3218,3218,2023-06-22 00:53:38,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3219,3219,2023-06-22 00:53:39,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3220,3220,2023-06-22 00:53:40,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3221,3221,2023-06-22 00:53:41,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3222,3222,2023-06-22 00:53:42,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3223,3223,2023-06-22 00:53:43,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3224,3224,2023-06-22 00:53:44,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3225,3225,2023-06-22 00:53:45,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3226,3226,2023-06-22 00:53:46,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3227,3227,2023-06-22 00:53:47,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3228,3228,2023-06-22 00:53:48,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3229,3229,2023-06-22 00:53:49,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3230,3230,2023-06-22 00:53:50,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3231,3231,2023-06-22 00:53:51,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3232,3232,2023-06-22 00:53:52,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3233,3233,2023-06-22 00:53:53,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3234,3234,2023-06-22 00:53:54,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3235,3235,2023-06-22 00:53:55,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3236,3236,2023-06-22 00:53:56,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3237,3237,2023-06-22 00:53:57,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3238,3238,2023-06-22 00:53:58,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3239,3239,2023-06-22 00:53:59,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3240,3240,2023-06-22 00:54:00,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3241,3241,2023-06-22 00:54:01,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3242,3242,2023-06-22 00:54:02,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3243,3243,2023-06-22 00:54:03,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3244,3244,2023-06-22 00:54:04,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3245,3245,2023-06-22 00:54:05,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3246,3246,2023-06-22 00:54:06,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3247,3247,2023-06-22 00:54:07,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3248,3248,2023-06-22 00:54:08,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3249,3249,2023-06-22 00:54:09,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3250,3250,2023-06-22 00:54:10,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3251,3251,2023-06-22 00:54:11,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3252,3252,2023-06-22 00:54:12,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3253,3253,2023-06-22 00:54:13,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3254,3254,2023-06-22 00:54:14,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3255,3255,2023-06-22 00:54:15,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3256,3256,2023-06-22 00:54:16,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3257,3257,2023-06-22 00:54:17,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3258,3258,2023-06-22 00:54:18,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3259,3259,2023-06-22 00:54:19,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3260,3260,2023-06-22 00:54:20,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3261,3261,2023-06-22 00:54:21,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3262,3262,2023-06-22 00:54:22,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3263,3263,2023-06-22 00:54:23,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3264,3264,2023-06-22 00:54:24,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3265,3265,2023-06-22 00:54:25,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3266,3266,2023-06-22 00:54:26,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3267,3267,2023-06-22 00:54:27,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3268,3268,2023-06-22 00:54:28,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3269,3269,2023-06-22 00:54:29,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3270,3270,2023-06-22 00:54:30,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3271,3271,2023-06-22 00:54:31,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3272,3272,2023-06-22 00:54:32,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3273,3273,2023-06-22 00:54:33,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3274,3274,2023-06-22 00:54:34,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3275,3275,2023-06-22 00:54:35,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3276,3276,2023-06-22 00:54:36,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3277,3277,2023-06-22 00:54:37,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3278,3278,2023-06-22 00:54:38,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3279,3279,2023-06-22 00:54:39,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3280,3280,2023-06-22 00:54:40,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3281,3281,2023-06-22 00:54:41,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3282,3282,2023-06-22 00:54:42,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3283,3283,2023-06-22 00:54:43,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3284,3284,2023-06-22 00:54:44,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3285,3285,2023-06-22 00:54:45,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3286,3286,2023-06-22 00:54:46,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3287,3287,2023-06-22 00:54:47,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3288,3288,2023-06-22 00:54:48,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3289,3289,2023-06-22 00:54:49,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3290,3290,2023-06-22 00:54:50,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3291,3291,2023-06-22 00:54:51,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3292,3292,2023-06-22 00:54:52,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3293,3293,2023-06-22 00:54:53,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3294,3294,2023-06-22 00:54:54,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3295,3295,2023-06-22 00:54:55,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3296,3296,2023-06-22 00:54:56,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3297,3297,2023-06-22 00:54:57,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3298,3298,2023-06-22 00:54:58,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3299,3299,2023-06-22 00:54:59,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3300,3300,2023-06-22 00:55:00,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
3301,3301,2023-06-22 00:55:01,27.8,40.9,10.0,16.0,16.0,940.0,361.0,132.0,477.0,592.0,121.0,Study Desk,A5,XXXX,1,1,0
