level_0,index,ts,T,H,PMS1,PMS2_5,PMS10,CO2,NO2,CO,VoC,C2H5OH,ID,Loc,Customer,Ph,Valid,Valid_CO2,bkps
2606,2606,2023-06-22 00:43:26,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2607,2607,2023-06-22 00:43:27,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2608,2608,2023-06-22 00:43:28,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2609,2609,2023-06-22 00:43:29,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2610,2610,2023-06-22 00:43:30,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2611,2611,2023-06-22 00:43:31,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2612,2612,2023-06-22 00:43:32,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2613,2613,2023-06-22 00:43:33,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2614,2614,2023-06-22 00:43:34,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2615,2615,2023-06-22 00:43:35,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2616,2616,2023-06-22 00:43:36,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2617,2617,2023-06-22 00:43:37,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2618,2618,2023-06-22 00:43:38,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2619,2619,2023-06-22 00:43:39,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2620,2620,2023-06-22 00:43:40,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2621,2621,2023-06-22 00:43:41,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2622,2622,2023-06-22 00:43:42,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2623,2623,2023-06-22 00:43:43,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2624,2624,2023-06-22 00:43:44,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2625,2625,2023-06-22 00:43:45,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2626,2626,2023-06-22 00:43:46,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2627,2627,2023-06-22 00:43:47,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2628,2628,2023-06-22 00:43:48,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2629,2629,2023-06-22 00:43:49,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2630,2630,2023-06-22 00:43:50,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2631,2631,2023-06-22 00:43:51,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2632,2632,2023-06-22 00:43:52,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2633,2633,2023-06-22 00:43:53,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2634,2634,2023-06-22 00:43:54,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2635,2635,2023-06-22 00:43:55,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2636,2636,2023-06-22 00:43:56,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2637,2637,2023-06-22 00:43:57,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2638,2638,2023-06-22 00:43:58,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2639,2639,2023-06-22 00:43:59,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2640,2640,2023-06-22 00:44:00,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2641,2641,2023-06-22 00:44:01,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2642,2642,2023-06-22 00:44:02,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2643,2643,2023-06-22 00:44:03,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2644,2644,2023-06-22 00:44:04,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2645,2645,2023-06-22 00:44:05,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2646,2646,2023-06-22 00:44:06,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2647,2647,2023-06-22 00:44:07,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2648,2648,2023-06-22 00:44:08,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2649,2649,2023-06-22 00:44:09,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2650,2650,2023-06-22 00:44:10,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2651,2651,2023-06-22 00:44:11,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2652,2652,2023-06-22 00:44:12,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2653,2653,2023-06-22 00:44:13,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2654,2654,2023-06-22 00:44:14,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2655,2655,2023-06-22 00:44:15,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2656,2656,2023-06-22 00:44:16,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2657,2657,2023-06-22 00:44:17,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2658,2658,2023-06-22 00:44:18,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2659,2659,2023-06-22 00:44:19,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2660,2660,2023-06-22 00:44:20,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2661,2661,2023-06-22 00:44:21,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2662,2662,2023-06-22 00:44:22,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2663,2663,2023-06-22 00:44:23,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2664,2664,2023-06-22 00:44:24,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2665,2665,2023-06-22 00:44:25,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2666,2666,2023-06-22 00:44:26,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2667,2667,2023-06-22 00:44:27,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2668,2668,2023-06-22 00:44:28,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2669,2669,2023-06-22 00:44:29,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2670,2670,2023-06-22 00:44:30,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2671,2671,2023-06-22 00:44:31,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2672,2672,2023-06-22 00:44:32,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2673,2673,2023-06-22 00:44:33,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2674,2674,2023-06-22 00:44:34,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2675,2675,2023-06-22 00:44:35,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2676,2676,2023-06-22 00:44:36,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2677,2677,2023-06-22 00:44:37,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2678,2678,2023-06-22 00:44:38,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2679,2679,2023-06-22 00:44:39,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2680,2680,2023-06-22 00:44:40,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2681,2681,2023-06-22 00:44:41,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2682,2682,2023-06-22 00:44:42,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2683,2683,2023-06-22 00:44:43,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2684,2684,2023-06-22 00:44:44,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2685,2685,2023-06-22 00:44:45,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2686,2686,2023-06-22 00:44:46,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2687,2687,2023-06-22 00:44:47,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2688,2688,2023-06-22 00:44:48,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2689,2689,2023-06-22 00:44:49,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2690,2690,2023-06-22 00:44:50,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2691,2691,2023-06-22 00:44:51,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2692,2692,2023-06-22 00:44:52,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2693,2693,2023-06-22 00:44:53,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2694,2694,2023-06-22 00:44:54,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2695,2695,2023-06-22 00:44:55,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2696,2696,2023-06-22 00:44:56,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2697,2697,2023-06-22 00:44:57,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2698,2698,2023-06-22 00:44:58,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2699,2699,2023-06-22 00:44:59,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2700,2700,2023-06-22 00:45:00,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2701,2701,2023-06-22 00:45:01,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2702,2702,2023-06-22 00:45:02,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2703,2703,2023-06-22 00:45:03,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2704,2704,2023-06-22 00:45:04,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2705,2705,2023-06-22 00:45:05,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2706,2706,2023-06-22 00:45:06,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2707,2707,2023-06-22 00:45:07,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2708,2708,2023-06-22 00:45:08,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2709,2709,2023-06-22 00:45:09,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2710,2710,2023-06-22 00:45:10,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2711,2711,2023-06-22 00:45:11,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2712,2712,2023-06-22 00:45:12,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2713,2713,2023-06-22 00:45:13,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2714,2714,2023-06-22 00:45:14,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2715,2715,2023-06-22 00:45:15,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2716,2716,2023-06-22 00:45:16,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2717,2717,2023-06-22 00:45:17,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2718,2718,2023-06-22 00:45:18,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2719,2719,2023-06-22 00:45:19,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2720,2720,2023-06-22 00:45:20,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2721,2721,2023-06-22 00:45:21,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2722,2722,2023-06-22 00:45:22,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2723,2723,2023-06-22 00:45:23,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2724,2724,2023-06-22 00:45:24,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2725,2725,2023-06-22 00:45:25,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2726,2726,2023-06-22 00:45:26,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2727,2727,2023-06-22 00:45:27,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2728,2728,2023-06-22 00:45:28,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2729,2729,2023-06-22 00:45:29,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2730,2730,2023-06-22 00:45:30,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2731,2731,2023-06-22 00:45:31,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2732,2732,2023-06-22 00:45:32,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2733,2733,2023-06-22 00:45:33,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2734,2734,2023-06-22 00:45:34,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2735,2735,2023-06-22 00:45:35,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2736,2736,2023-06-22 00:45:36,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2737,2737,2023-06-22 00:45:37,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2738,2738,2023-06-22 00:45:38,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2739,2739,2023-06-22 00:45:39,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2740,2740,2023-06-22 00:45:40,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2741,2741,2023-06-22 00:45:41,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2742,2742,2023-06-22 00:45:42,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2743,2743,2023-06-22 00:45:43,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2744,2744,2023-06-22 00:45:44,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2745,2745,2023-06-22 00:45:45,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2746,2746,2023-06-22 00:45:46,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2747,2747,2023-06-22 00:45:47,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2748,2748,2023-06-22 00:45:48,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2749,2749,2023-06-22 00:45:49,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2750,2750,2023-06-22 00:45:50,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2751,2751,2023-06-22 00:45:51,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2752,2752,2023-06-22 00:45:52,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2753,2753,2023-06-22 00:45:53,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2754,2754,2023-06-22 00:45:54,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2755,2755,2023-06-22 00:45:55,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2756,2756,2023-06-22 00:45:56,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2757,2757,2023-06-22 00:45:57,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2758,2758,2023-06-22 00:45:58,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2759,2759,2023-06-22 00:45:59,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2760,2760,2023-06-22 00:46:00,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2761,2761,2023-06-22 00:46:01,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2762,2762,2023-06-22 00:46:02,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2763,2763,2023-06-22 00:46:03,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2764,2764,2023-06-22 00:46:04,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2765,2765,2023-06-22 00:46:05,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2766,2766,2023-06-22 00:46:06,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2767,2767,2023-06-22 00:46:07,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2768,2768,2023-06-22 00:46:08,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2769,2769,2023-06-22 00:46:09,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2770,2770,2023-06-22 00:46:10,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2771,2771,2023-06-22 00:46:11,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
2772,2772,2023-06-22 00:46:12,27.5,41.5,10.0,16.0,18.0,947.0,430.0,138.0,548.0,655.0,121.0,Study Desk,A5,XXXX,1,1,0
